name;Owner;normal_prod;capacity;aggregates;turbine_type;station;height;Vattenf;mean_runoff;magasin;river;location;community;region;Lat;Long
Bällefors;Privatperson;700;140;1;Francis;Ovanjordsanläggning;2.6;;8;;Tidan;Moholm;Töreboda kommun;Västra Götalands län;58.57714;14.09387
Butbro;Björke Kraft AB;700;210;1;;Ovanjordsanläggning;6;;;;Ysundaån;Finspång;Finspångs kommun;Östergötlands län;58.71787;15.83248
Hansgårdarna;AB Borlänge Energi;700;200;1;Ossberger;Ovanjordsanläggning;5.5;4.4;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.40217;15.50061
Långsjöfallet;AB Borlänge Energi;700;160;1;Francis;Ovanjordsanläggning;7.5;2.5;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.33539;15.23453
Rämshyttan;AB Borlänge Energi;700;160;1;Francis;Ovanjordsanläggning;7.5;2.5;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.31961;15.20080
Töcksmark;Privatperson;700;160;1;Francis;Ovanjordsanläggning;3.5;;;;Upperudsälven;Töcksmark;Årjängs kommun;Värmlands län;59.50963;11.83547
Bergby;Nilsson Kraft AB;700;141;1;;Ovanjordsanläggning;;;;;Hamrångeån;Bergby;Gävle kommun;Gävleborgs län;60.92417;17.03321
Bäckefors;Bengtsfors Energi Handel AB;700;160;1;;Ovanjordsanläggning;22;;;;Marsjön;Bäckfors;Bengtsfors kommun;Västra Götalands län;58.80863;12.18485
Dalkarsberg;Dalkarlsbergs Kraft AB;700;168;1;4-stegs prop, Pelton;Ovanjordsanläggning;53;;;;Arbogaån;Gyttorp;Nora kommun;Örebro län;59.44301;14.88128
Dyrtorp;Orvar Olsson Kraft AB;700;250;1;;Ovanjordsanläggning;;;;;Valboån;Färgelanda;Färgelanda kommun;Västra Götalands län;58.56146;11.98598
Edstena;Orvar Olsson Kraft AB;700;250;1;;Ovanjordsanläggning;;;;;Valboån;Färgelanda;Färgelanda kommun;Västra Götalands län;58.61703;11.98095
Hägerums Kvarn;Hägerums Kvarn HB;700;175;1;;Ovanjordsanläggning;;;;;Virån;Påskallavik;Oskarshamns kommun;Kalmar län;57.41660;16.22499
Lindefors;Privatperson;700;160;1;Kaplan;Ovanjordsanläggning;;;;;Hokån;Vaggeryd;Vaggeryds kommun;Jönköpings län;57.51689;14.28646
Lommis;Privatperson;700;150;1;Ossberger;Ovanjordsanläggning;13.5;;;;Vänjaurbäcken;Sidensjö;Lycksele kommun;Västerbottens län;64.32191;18.70970
Milsbron;Privatperson;700;120;1;Francis;Ovanjordsanläggning;;;;;Gnarpsån;Gnarp;Nordanstigs kommun;Gävleborgs län;62.03490;17.35572
Ovansjö;Hushållningssällskapet i Västernorrlands Län;700;130;1;Ossberger;Ovanjordsanläggning;6.9;7;;;Stångån;Njurunda;Sundsvalls kommun;Västernorrlands län;62.23864;17.39340
Sandslätt;Alsterkraft AB;700;150;1;Kaplan;Ovanjordsanläggning;;;;;Alsterån;Alsterbro;Nybro kommun;Kalmar län;56.93222;15.94208
Sonstorps Bruk Övre;Privatperson;700;80;1;;Ovanjordsanläggning;;;;;Emmaån;Finspång;Finspångs kommun;Östergötlands län;58.75161;15.61696
Sonstorps Bruk Nedre;Privatperson;700;92;1;;Ovanjordsanläggning;;;;;Emmaån;Finspång;Finspångs kommun;Östergötlands län;58.74874;15.61966
Strömbacka;Orsa besparingsskog;700;200;1;;Ovanjordsanläggning;;;;;Delångersån;Strömbacka;Hudiksvalls kommun;Gävleborgs län;61.95736;16.72376
Strömsberg;Rossekraft AB;700;340;1;;Ovanjordsanläggning;;;;;Tämnareån;Kvicksund;Tierps kommun;Uppsala län;60.40219;17.58360
Stömne;Privatperson;700;110;1;Pelton;Ovanjordsanläggning;;;;;Strömnebäcken;Stömne;Arvika kommun;Värmlands län;59.43272;12.74892
Tvärfallet;Gustavssons Kraft HB;700;250;1;Kaplan;Ovanjordsanläggning;21.3;1.5;0.5;;Norån;Borlänge;Borlänge kommun;Dalarnas län;60.43462;15.26286
Strömberget (K1);Uddevalla Kraft AB;700;260;1;Francis;Ovanjordsanläggning;6;5;;;Bäveån;Uddevalla;Uddevalla kommun;Västra Götalands län;58.34671;11.94077
Vasse;Cecilia och Ove Claesson;700;240;2;Francis;Ovanjordsanläggning;;;;;Viskan;Horred;Marks kommun;Västra Götalands län;57.36665;12.47642
Näshulta kvarn;Privatperson;700;180;1;;Ovanjordsanläggning;;;;;Näshultaån;Näshulta;Eskilstuna kommun;Södermanlands län;59.24945;16.27705
Bredsjö övre;Bredsjö Kraft AB;680;100;1;Francis;Ovanjordsanläggning;;;;;Myrsjöälven;Bredsjö;Hällefors kommun;Örebro län;59.83457;14.73259
Staffas Skvaltkvarn;Jörå Transport AB;680;100;1;;Ovanjordsanläggning;;;;;Svärdsjövattendragen;Lamborn;Falu kommun;Dalarnas län;60.98631;15.71038
Ölvedals Kvarn;Ölvedals Kvarn AB;677;290;1;;Ovanjordsanläggning;;;;;Marströmmen;Oskarshamn;Oskarshamns kommun;Kalmar län;57.46320;16.47533
Kättbo;Kättbo Besparingsskog;675;160;1;;Ovanjordsanläggning;;;;;Kättbosjön;Kättbo;Mora kommun;Dalarnas län;60.83274;14.15667
Harakers kvarn;Swedish Energy and Estate AB;675;160;1;Kaplan;Ovanjordsanläggning;;;4.9;;Svartån, Västerås;Skultuna;Västerås kommun;Västmanlands län;59.76890;16.44637
Kollerö (K3);Uddevalla Kraft AB;660;455;1;Kaplan;Ovanjordsanläggning;11;4;;;Risån;Uddevalla;Uddevalla kommun;Västra Götalands län;58.32416;12.12132
Barsbro;Barsbro Kraft AB;656;130;2;2 propellerturbiner;Ovanjordsanläggning;3.1;5.1;4.9;;Mörrumsån;Rottne;Växjö kommun;Kronobergs län;57.06178;14.86632
Hallstorpsfallet;Privatperson;650;227;1;;Ovanjordsanläggning;;;;;Torestorpsån;Öxabäck;Marks kommun;Västra Götalands län;57.40690;12.86130
Lappvattshedens Kvarn AB;Lappvattshedens Kvarn AB;650;250;1;finshyttan/cargo;Ovanjordsanläggning;6;5;3;;Bureälven;Burträsk;Skellefteå kommun;Västerbottens län;64.49629;20.86961
Draggådalen;Power Progress Dalarna AB;620;225;1;Francis;Ovanjordsanläggning;21.4;;1.1;;Draggån;Backa;Rättviks kommun;Dalarnas län;60.93100;15.15050
Blikstorp;Kuredo AB;600;220;1;Semikaplan;Ovanjordsanläggning;3;;6.5;;Tidan;Hjo;Hjo kommun;Västra Götalands län;58.28095;14.05458
Falkasjön;Garphytteåns Kraft AB;600;200;1;Francis;Ovanjordsanläggning;28.9;;;;Garphytteån;Garphyttan;Örebro kommun;Örebro län;59.32494;14.92135
Fredriksberg;Karlskoga Energi & Miljö AB;600;230;1;;Ovanjordsanläggning;;;;;Svartälven;Fredriksberg;Ludvika kommun;Dalarnas län;60.14373;14.36240
Hånsfors;Privatperson;600;200;1;Kaplan;Ovanjordsanläggning;22;1.3;0.8;2.4;Upperudsälven;Hånsfors;Årjängs kommun;Värmlands län;59.50701;11.78464
Sunnansjö;Västerbergslagens Kraft AB;600;150;1;;Ovanjordsanläggning;4;;;;Kolbäcksån;Ludvika;Ludvika kommun;Dalarnas län;60.21445;14.95886
Billsbro;Vingåker Kraft AB;600;115;1;;Ovanjordsanläggning;;;;;Nyköpingsån;-;Vingåkers kommun;Södermanlands län;59.04198;15.79392
Björkaholm;Björkaholms Kraftverk AB;600;132;1;Kaplan;Ovanjordsanläggning;9;;;;Björka älv;Lysvik;Sunne kommun;Värmlands län;60.03709;13.25204
Ebbarp;Ekstams Aqua-Kraft HB;600;225;1;;Ovanjordsanläggning;;;;;Belane å;Perstorp;Perstorps kommun;Skåne län;56.14143;13.32124
Emaus;Privatperson;600;132;1;;Ovanjordsanläggning;;;;;Dalälven;Vansbro;Vansbro kommun;Dalarnas län;60.53909;14.40241
Forsa ström övre;Tekniska Verken i Linköping AB;600;360;1;;Ovanjordsanläggning;8.6;;;;Storån Västervik;Forsaström;Åtvidabergs kommun;Östergötlands län;58.18490;16.09330
Forsnäs II;Tranås Energi Elförsäljning AB;600;240;1;Francis;Ovanjordsanläggning;12;;;;Bulsjöån;Tranås;Ydre kommun;Östergötlands län;57.83620;15.22686
Grytgöl;Grytgöls Bruks Förvaltnings AB;600;120;1;;Ovanjordsanläggning;;;;;Emmaån;Grytgöl;Finspångs kommun;Östergötlands län;58.80470;15.55967
Gällsta;Privatperson;600;105;1;;Ovanjordsanläggning;;;;;Gnarpsån;Gnarp;Nordanstigs kommun;Gävleborgs län;62.03822;17.33134
Henneviken;Privatperson;600;240;1;;Ovanjordsanläggning;;;;;Erve-Råvarpen;Dals Långed;Bengtsfors kommun;Västra Götalands län;58.87128;12.37146
Holsby Kvarn;Dinant AB;600;120;1;Francis;Ovanjordsanläggning;2.6;6;;;Emån;Holsbybrunn;Vetlanda kommun;Jönköpings län;57.43865;15.20752
Lemesjö;Privatperson;600;132;1;;Ovanjordsanläggning;;;;;Husån;Trehörningsjö;Örnsköldsviks kommun;Västernorrlands län;63.67003;19.00307
Kinnareds övre;Fröslida Kraft AB;600;120;1;1 Francis, 1 Dubbel Lavacheck;Ovanjordsanläggning;4.2;4;5;;Västerån;Kinnared;Hylte kommun;Hallands län;57.03707;13.11079
Kvarnö;Privatperson;600;175;1;Francis;Ovanjordsanläggning;;;;;Lidan;Kvänum;Vara kommun;Västra Götalands län;58.18974;13.23009
Masugnsdammen;Nilsson Kraft AB;600;100;1;;Ovanjordsanläggning;;;;;Testeboån;Ockelbo;Ockelbo kommun;Gävleborgs län;60.95117;16.42320
Näsböle;Orvar Olsson Kraft AB;600;120;1;;Ovanjordsanläggning;;;;;Valboån;Färgelanda;Färgelanda kommun;Västra Götalands län;58.58310;11.96267
Tensberg;Privatperson;600;115;1;Dubbelfrancis;Ovanjordsanläggning;6.5;;;;Loån;Los;Ljusdals kommun;Gävleborgs län;61.65270;15.24802
Turbinbron;Mälarenergi Vattenkraft AB;600;150;2;Kaplan;Ovanjordsanläggning;3.6;5.2;6;;Svartån, Västerås;Västerås ;Västerås kommun;Västmanlands län;59.60753;16.54497
Vrå kvarn;Småländsk kraft AB;600;105;1;;Ovanjordsanläggning;;;;;Krokån i Lagan;Vrån;Ljungby kommun;Kronobergs län;56.73705;13.45237
Åmotsbruk;Nilsson Kraft AB;600;170;1;;Ovanjordsanläggning;;;;;Testeboån;Ockelbo;Ockelbo kommun;Gävleborgs län;60.96289;16.45038
Viksjö bruk;Nilsson Kraft AB;600;90;2;;Ovanjordsanläggning;;;;;Hamrångeån;Viksjö;Gävle kommun;Gävleborgs län;60.97183;16.91025
Tevekvarn;Tevekvarn AB;600;100;1;Semikaplan;Ovanjordsanläggning;21;;;;Sörbyån;Järvsö;Ljusdals kommun;Gävleborgs län;61.64680;16.19415
Dikanäs;Privatperson;570;100;1;;Ovanjordsanläggning;;;;;Dalsån;Dikanäs;Vilhelminas kommun;Västerbottens län;65.22072;16.05023
Fjällgrycksbo;Håbo Vindkraft AB;570;325;1;;Ovanjordsanläggning;24;;;;Faluån;Bålsta;Falu kommun;Dalarnas län;60.78836;15.55771
Forsbacka;Privatperson;567;110;1;;Ovanjordsanläggning;;;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.43791;15.44938
Sågkvarn;Dala Energi Elnät AB;564;200;1;;Ovanjordsanläggning;;;;;Limån;Leksand;Leksands kommun;Dalarnas län;60.76067;14.72618
Forsane;Privatperson;550;99;1;;Ovanjordsanläggning;;;;;Frändeforsån;Frändefors;Vänersborgs kommun;Västra Götalands län;58.48639;12.26184
Götafors;Vaggeryds kommun;550;130;1;;Ovanjordsanläggning;;;;;Lagan;Vaggeryd;Vaggeryds kommun;Jönköpings län;57.48742;14.12951
Källsjön;Källsjöns Kraft AB;550;175;1;Ossberger;Ovanjordsanläggning;10.4;2.8;;;Bruksån;Källsjön;Sollefteå kommun;Västernorrlands län;63.11152;17.36406
Sollum;Privatperson;550;240;1;;Ovanjordsanläggning;;;;;Sollumsån;Hjärtum;Lilla Edets kommun;Västra Götalands län;58.18621;12.10780
Torpsbruk;Privatperson;550;90;1;Kaplan;Ovanjordsanläggning;9;;;;Mörrumsån;Torpsbruk;Alvesta kommun;Kronobergs län;57.03410;14.57348
Groröd (K5);Uddevalla Kraft AB;550;300;1;Kaplan;Ovanjordsanläggning;6;5;;;Bäveån;Uddevalla;Uddevalla kommun;Västra Götalands län;58.35135;12.01941
Ågården;Privatperson;550;100;1;;Ovanjordsanläggning;;;;;Viskan;Hökerum;Ulricehamns kommun;Västra Götalands län;57.82679;13.15721
Ölsjön;Persson Kraft AB;550;155;1;;Ovanjordsanläggning;;;;;Sandån;Ramsberg;Lindesbergs kommun;Örebro län;59.77575;15.28384
Hanefors;Växjö Kommun;550;200;1;Francis;Ovanjordsanläggning;;;;;Aggån;Ingelstad;Växjö kommun;Kronobergs län;56.72943;14.91773
Sörflärke;Sörflärke Elektriska Förening Upa;540;105;1;;Ovanjordsanläggning;;;;;Moälven;Bredbyn;Örnsköldsviks kommun;Västernorrlands län;63.47178;17.91796
Nykvarn;Dala Energi Elnät AB;522;200;1;;Ovanjordsanläggning;;;;;Ickån;Leksand;Rättviks kommun;Dalarnas län;60.92197;14.94335
Arkhyttan;Säter Energi AB;520;300;1;Ossberger;Ovanjordsanläggning;21.1;1.5;;;Nyängsån;Säter;Säters kommun;Dalarnas län;60.44237;15.88172
Linghed Lilla;Lingheds Elektriska Belysningsförening upa;512;60;1;;Ovanjordsanläggning;;;;;Svärdsjövattendragen;Linghed;Falu kommun;Dalarnas län;60.77951;15.85061
Herrljunga Kvarn;Privatperson;510;90;1;;Ovanjordsanläggning;;;;;Nossan;Herrljunga;Herrljunga kommun;Västra Götalands län;58.08254;13.01050
Finnhyttan;Mälarenergi Vattenkraft AB;500;150;1;Francis;Ovanjordsanläggning;2.8;5.7;3.8;;Storån;Kopparberg;Ljusnarsbergs kommun;Örebro län;59.88728;14.97256
Gate;Arvika Kraft AB;500;200;1;Ossberger;Ovanjordsanläggning;10.7;2.5;;;Vikarälven;Arvika;Arvika kommun;Värmlands län;59.66162;12.61971
Gullsby;Privatperson;500;135;2;;Ovanjordsanläggning;;;;;Slorudsälven;Brunskog;Arvika kommun;Värmlands län;59.69118;12.89239
Hammarbacken;Karlskoga Energi & Miljö AB;500;130;1;;Ovanjordsanläggning;;;;;Svartälven;Säfsen;Ludvika kommun;Dalarnas län;60.13777;14.39245
Hulteby;Privatperson;500;220;1;;Ovanjordsanläggning;;;;;Alsterälven;Molkom;Karlstads kommun;Värmlands län;59.62633;13.75862
Högfors;Mälarenergi Vattenkraft AB;500;250;1;Francis;Ovanjordsanläggning;26.7;0.9;0.8;;Storån;Högfors;Ljusnarsbergs kommun;Örebro län;59.99014;15.02081
Kopparhyttan;Privatperson;500;160;1;Francis;Ovanjordsanläggning;5.8;;;;Rastälven;Örebro;Örebro kommun;Örebro län;59.64478;14.87574
Kyrkekvarn;Olof Eneskjöld Fastighets AB;500;100;1;;Ovanjordsanläggning;2.8;;;;Tidan;Sandhem;Mullsjö kommun;Jönköpings län;57.99481;13.84609
Lotorp;Björke Kraft AB;500;125;1;;Ovanjordsanläggning;4.2;;;;Ysundaån;Finspång;Finspångs kommun;Östergötlands län;58.73713;15.82671
Assarebyn;Assareby Kvarn & Såg KB;500;90;1;;Ovanjordsanläggning;;;;;Krokån;Mellerud;Melleruds kommun;Västra Götalands län;58.62304;12.35006
Fada;Privatperson;500;170;1;Fransis;Ovanjordsanläggning;29;0.8;0.22;;Fadadammen;Nyköping;Nyköpings kommun;Södermanlands län;58.72902;16.83970
Forsa;Forsnacken AB;500;200;1;;Ovanjordsanläggning;6;;;;Storån, Bollebygd;Bollebygd;Bollebygds kommun;Västra Götalands län;57.66022;12.53165
Hannebol Nedre;Privatperson;500;100;1;;Ovanjordsanläggning;;;;;Vitlandaån;Tösse;Åmåls kommun;Västra Götalands län;58.98799;12.54470
Höljeryds;Nennesholms Energi Försäljning AB;500;160;1;;Ovanjordsanläggning;;;;;Strömshultsån;Långaryds Församling;Hylte kommun;Hallands län;57.00027;13.42219
Kalltorp;Kalltorp Kraft HB;500;150;1;;Ovanjordsanläggning;;;;;Slumpån;Trollhättan;Trollhättans kommun;Västra Götalands län;58.16456;12.23877
Karsbol;Karsbol Kraftverk AB;500;150;1;;Ovanjordsanläggning;;;;;Björka älv;Sunne;Sunne kommun;Värmlands län;59.89291;13.23619
Kilanda Kvarn;LJ Trä och Form AB;500;60;1;;Ovanjordsanläggning;;;;;Kilandaån;Älvängen;Ale kommun;Västra Götalands län;57.93925;12.22342
Kilanda Sågfall;LJ Trä och Form AB;500;90;1;;Ovanjordsanläggning;;;;;Kilandaån;Älvängen;Ale kommun;Västra Götalands län;57.93717;12.21822
Lingforsen;Lingforsen Kraft AB;500;80;1;Semikaplan;Ovanjordsanläggning;8;;1.5;;Fylleån;Bygget;Halmstads kommun;Hallands län;56.81115;13.26475
Norn;Privatperson;500;240;1;;Ovanjordsanläggning;;;;;Lustån;Hedemora;Hedemora kommun;Dalarnas län;60.21996;15.78203
Orrnäs;Orrnäs Elektriska AB;500;137;1;;Ovanjordsanläggning;32;;0.41;0;Ornäsån;Ödeshög;Ödeshögs kommun;Östergötlands län;58.22318;14.61464
Rosenfors Bruk;Qvarnsö kraft AB;500;125;1;;Ovanjordsanläggning;;;;;Emån;Rosenfors;Hultsfreds kommun;Kalmar län;57.36738;15.83887
Rydefors;Privatperson;500;90;1;;Ovanjordsanläggning;;;;;Alsterån;Alstermo;Uppvidinge kommun;Kronobergs län;56.98284;15.70802
Röfors;Tiveds Energi AB;500;105;1;Francis;Ovanjordsanläggning;7;;;;Svartån;Röfors;Laxå kommun;Örebro län;58.94618;14.61934
Skälvandeström;RH Kraft AB;500;132;1;Francis;Ovanjordsanläggning;4;;;;Alsterån;Fröseke;Uppvidinge kommun;Kronobergs län;56.97913;15.73763
Stockforsen;Minikraft A & O AB;500;130;2;;Ovanjordsanläggning;;;;;Timsälven;Nordmarkshyttan;Filipstads kommun;Värmlands län;59.79473;14.10804
Stöpafors kvarn;Stöpafors Kraft HB                     ;500;125;1;;Ovanjordsanläggning;;;;;Stöpälven;Sunne;Sunne kommun;Värmlands län;59.95904;13.10342
Södra Sund;Olofströms Energiservice AB;500;110;1;;Ovanjordsanläggning;4.5;;;;Holjeån;Olofström;Olofströms kommun;Blekinge län;56.27491;14.52359
Vatthammar Nedre;Vatthammars Kraft AB;500;100;1;Kaplan;Ovanjordsanläggning;;;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.45022;15.46082
Wåthultsström;Wåthultsströms Kraft AB;500;190;1;;Ovanjordsanläggning;;;;;Västerån;Gislaved;Gislaveds kommun;Jönköpings län;57.31757;13.42384
Äggsjön (Eggsjön);Tåsans Kraft AB;500;600;1;;Ovanjordsanläggning;;;;20;Klarälven;Torsby;Torsby kommun;Värmlands län;60.82616;12.91507
Mallbacken;Trollenergi AB;500;250;1;;Ovanjordsanläggning;;;;;Björka älv;Lysvik;Sunne kommun;Värmlands län;59.98243;13.22322
Nyamölla;Privatperson;500;110;1;;Ovanjordsanläggning;;;;;Rössjöholmsån;Ängelholm;Ängelholms kommun;Skåne län;56.26438;12.93874
Strömsfors;Privatperson;500;90;1;;Ovanjordsanläggning;;;;;Vitlandaån;Tösse;Åmåls kommun;Västra Götalands län;58.98485;12.60189
Östra Bohr;Linde Energi Försäljning AB;496;100;2;Francis;Ovanjordsanläggning;2;;;;Arbogaån;Lindesberg;Lindesbergs kommun;Örebro län;59.56232;15.29158
Rällsjöfors;Dala Energi Elnät AB;487;200;1;;Ovanjordsanläggning;12;;;;Rällsjön;Leksand;Falu kommun;Dalarnas län;60.76937;15.26491
Lövåsen;Säter Energi AB;480;150;1;;Ovanjordsanläggning;13;;;;Nyängsån;Stora Skevi;Säters kommun;Dalarnas län;60.46200;15.88226
Sångåsen;Forsnacken AB;470;260;1;;Ovanjordsanläggning;20;;;;Nolån;Mölndal;Bollebygds kommun;Västra Götalands län;57.71726;12.61146
Dådran;Privatperson;450;80;1;;Ovanjordsanläggning;;;;;Svärdsjövattendragen;Enviken;Rättviks kommun;Dalarnas län;60.94433;15.53731
Aboda kvarn;Eltex KB;450;95;1;Francis;Ovanjordsanläggning;4;;;;Badebodaån;Högsby;Högsby kommun;Kalmar län;57.05996;15.95874
Bota;Privatperson;450;125;2;;Ovanjordsanläggning;;;;;Kungsäterån;Kungsäter;Varbergs kommun;Hallands län;57.31140;12.56822
Djupedala;Forsnacken AB;450;110;1;;Ovanjordsanläggning;;;;;Lindomeån;Mölndal;Mölndals kommun;Västra Götalands län;57.62057;12.17802
Gottarsbyn;Privatperson;450;84;1;;Ovanjordsanläggning;;;;;Gottarsbyälven;Bengtsfors;Bengtsfors kommun;Västra Götalands län;59.07371;12.12786
Hultaberg;Privatperson;450;120;2;;Ovanjordsanläggning;;;;;Kungsäterån;Kungsäter;Varbergs kommun;Hallands län;57.30587;12.55843
Nennesholm;Nennesholms Energi Försäljning AB;450;80;1;;Ovanjordsanläggning;;;;;Anderstorpsån;Reftele Församling;Gislaveds kommun;Jönköpings län;57.22809;13.55482
Strömsborg;Nilsson Kraft AB;450;70;1;;Underjordsanläggning;;;;;Gavleån;Gävle;Gävle kommun;Gävleborgs län;60.67221;17.13446
Timmele Kvarn;Timmele Kvarn;450;90;1;;Ovanjordsanläggning;2;;;;Ätran;Timmele;Ulricehamns kommun;Västra Götalands län;57.84889;13.43180
Tunsjön;Tunsjöns Kraft AB;450;215;1;;Ovanjordsanläggning;;;;;Bruksån;Tunsjön;Sollefteå kommun;Västernorrlands län;63.08487;17.39966
Önne;Stiftelsen för främjandet av Önneås fiskereprod;450;140;1;;Ovanjordsanläggning;;;;;Bolmån;Odensjö;Ljungby kommun;Kronobergs län;56.89297;13.56058
Östebyn;Privatperson;450;75;1;Semi Kaplan;Ovanjordsanläggning;2.8;;;;Frändeforsån;Brålanda;Vänersborgs kommun;Västra Götalands län;58.56432;12.37440
Gravendal;Privatperson;440;230;1;;Ovanjordsanläggning;;;;;Svartälven;Fredriksberg;Ludvika kommun;Dalarnas län;60.04183;14.51812
Klerebo;HB Hökensås Kraft;425;125;1;;Ovanjordsanläggning;;;;;Domneån;Bankeryd;Jönköpings kommun;Jönköpings län;57.85751;14.09212
Gårdveda;Jarhult Energi AB;420;100;1;Francis;Ovanjordsanläggning;3.5;;;;Gårdsvedaån;Målilla;Hultsfreds kommun;Kalmar län;57.36194;15.74199
Ödegärdet;Privatperson;420;104;1;;Ovanjordsanläggning;;;;;Högvadsån;Svenljunga;Falkenbergs kommun;Hallands län;57.24170;12.87158
Stjärnsund;Håbo Vindkraft AB;409;170;1;;Ovanjordsanläggning;;;;;Stjärnsundsån;Bålsta;Hedemora kommun;Dalarnas län;60.43152;16.21013
Ryfors Bruk Nedre;Ryfors Bruk Nedre AB;400;100;1;;Ovanjordsanläggning;5.5;;;;Tidan;Mullsjö;Mullsjö kommun;Jönköpings län;57.90482;13.83117
Ryfors Bruk övre;Sörarps Kraft & Skog HB;400;100;1;;Ovanjordsanläggning;6.3;;;;Tidan;Mullsjö;Mullsjö kommun;Jönköpings län;57.90257;13.82548
Ängatorp;Privatperson;400;85;1;Francis;Ovanjordsanläggning;2.7;;;;Säveån;Vårgårda;Vårgårda kommun;Västra Götalands län;57.99907;12.68360
Öskevik;Privatperson;400;100;1;;Ovanjordsanläggning;9.1;;;;Arbogaån;Nora;Nora kommun;Örebro län;59.60941;15.01302
Berga;AB Berga Säteri;400;100;1;;Ovanjordsanläggning;;;;;Råckestaån;Åkers Syckebruk;Strängnäs kommun;Södermanlands län;59.27410;17.05077
Bergs övre;Hofors Elverk AB;400;125;1;;Ovanjordsanläggning;;;;;Hoån;Torsåker;Hofors kommun;Gävleborgs län;60.51522;16.44056
Brevens Bruk;Brevens Bruk AB;400;120;1;;Ovanjordsanläggning;;;;;Nyköpingsån;Kilsmo;Örebro kommun;Örebro län;59.01170;15.58390
Bro;Bro Kraftverk AB;400;130;1;;Ovanjordsanläggning;2.5;;;;Ronnebyån;Bro;Tingsryds kommun;Kronobergs län;56.58170;15.20371
Brokvarns Kraft;Privatperson;400;55;1;;Ovanjordsanläggning;;;;;Lidan;Brokvarn;Vara kommun;Västra Götalands län;58.34407;13.02915
Dalfors;GW Kraft AB;400;150;1;;Ovanjordsanläggning;;;;;Mieån;Ire;Karlshamns kommun;Blekinge län;56.33446;14.87593
Gullered Såg och Kvarn;Privatperson;400;75;1;;Ovanjordsanläggning;4.5;;;;Slumpån;Trollhättan;Trollhättans kommun;Västra Götalands län;58.21734;12.36289
Högeström;Elektroinstallationer i Påryd AB;400;230;1;;Ovanjordsanläggning;3.5;;4.9;;Alsterån;Alsterbro;Nybro kommun;Kronobergs län;56.94243;15.98775
Korsån;Privatperson;400;70;1;;Ovanjordsanläggning;;;;;Hinsen;Enviken;Falu kommun;Dalarnas län;60.63571;16.14160
Kulebo;Kulebokräftan AB;400;140;1;;Ovanjordsanläggning;;;;;Bruatorpsån;Torsås;Torsås kommun;Kalmar län;56.41041;15.92908
Kvarnmora;Turbosun AB;400;80;1;;Ovanjordsanläggning;;;;;Granån;Äppelbo;Vansbro kommun;Dalarnas län;60.42783;13.98990
Kåfalla;Stiftelsen Kåfalla Herrgård;400;90;1;Kaplan;Ovanjordsanläggning;4;;;;Sverkestaån;Lindesberg;Lindesbergs kommun;Örebro län;59.59247;15.41663
